check_id,query_name,kics_category,platform,cwe,rank,candidate_control,control_title,score,matched_on,DECISION,REVIEWER,NOTES
fa62ac4f-f5b9-45b9-97c1-625c8b6253ca,Role With Privilege Escalation By Actions 'lambda:CreateFunction' And 'iam:PassRole' And 'lambda:InvokeFunction',Access Control,Terraform,269,4,AC-3.3,Mandatory Access Control,0.878,statement|objective|guidance,,,
fa62ac4f-f5b9-45b9-97c1-625c8b6253ca,Role With Privilege Escalation By Actions 'lambda:CreateFunction' And 'iam:PassRole' And 'lambda:InvokeFunction',Access Control,Terraform,269,5,IA-2.1,Multi-factor Authentication to Privileged Accounts,0.878,statement|objective|guidance,,,
c583f0f9-7dfd-476b-a056-f47c62b47b46,Role With Privilege Escalation By Actions 'lambda:UpdateFunctionCode',Access Control,Terraform,269,1,AC-3.3,Mandatory Access Control,1.0,statement|objective|guidance,,,
c583f0f9-7dfd-476b-a056-f47c62b47b46,Role With Privilege Escalation By Actions 'lambda:UpdateFunctionCode',Access Control,Terraform,269,2,SC-6,Resource Availability,0.839,guidance,,,
c583f0f9-7dfd-476b-a056-f47c62b47b46,Role With Privilege Escalation By Actions 'lambda:UpdateFunctionCode',Access Control,Terraform,269,3,AC-2.6,Dynamic Privilege Management,0.83,guidance,,,
c583f0f9-7dfd-476b-a056-f47c62b47b46,Role With Privilege Escalation By Actions 'lambda:UpdateFunctionCode',Access Control,Terraform,269,4,AC-3.15,Discretionary and Mandatory Access Control,0.82,statement|objective|guidance,,,
c583f0f9-7dfd-476b-a056-f47c62b47b46,Role With Privilege Escalation By Actions 'lambda:UpdateFunctionCode',Access Control,Terraform,269,5,AC-3.7,Role-based Access Control,0.785,statement|objective|guidance,,,
07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,CloudFormation,732,1,AC-3.13,Attribute-based Access Control,1.0,statement|objective|guidance,,,
07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,CloudFormation,732,2,SC-34.1,No Writable Storage,0.936,guidance,,,
07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,CloudFormation,732,3,AC-19.1,Use of Writable and Portable Storage Devices,0.934,,,,
07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,CloudFormation,732,4,AC-17.1,Monitoring and Control,0.64,statement|objective|guidance,,,
07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,CloudFormation,732,5,AC-6.6,Privileged Access by Non-organizational Users,0.621,statement|objective|guidance,,,
38c5ee0d-7f22-4260-ab72-5073048df100,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,Terraform,732,1,AC-3.13,Attribute-based Access Control,1.0,statement|objective|guidance,,,
38c5ee0d-7f22-4260-ab72-5073048df100,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,Terraform,732,2,SC-34.1,No Writable Storage,0.936,guidance,,,
38c5ee0d-7f22-4260-ab72-5073048df100,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,Terraform,732,3,AC-19.1,Use of Writable and Portable Storage Devices,0.934,,,,
38c5ee0d-7f22-4260-ab72-5073048df100,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,Terraform,732,4,AC-17.1,Monitoring and Control,0.64,statement|objective|guidance,,,
38c5ee0d-7f22-4260-ab72-5073048df100,S3 Bucket ACL Allows Read Or Write to All Users,Access Control,Terraform,732,5,AC-6.6,Privileged Access by Non-organizational Users,0.621,statement|objective|guidance,,,
219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,Access Control,CloudFormation,732,1,AC-3.13,Attribute-based Access Control,1.0,statement|objective|guidance,,,
219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,Access Control,CloudFormation,732,2,AC-17.1,Monitoring and Control,0.879,statement|objective|guidance,,,
219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,Access Control,CloudFormation,732,3,AC-6.6,Privileged Access by Non-organizational Users,0.852,statement|objective|guidance,,,
219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,Access Control,CloudFormation,732,4,IA-2,Identification and Authentication (Organizational Users),0.796,statement|objective|guidance,,,
219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,Access Control,CloudFormation,732,5,AC-9.3,Notification of Account Changes,0.775,guidance,,,
a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Access Control,Ansible,732,1,AC-3.13,Attribute-based Access Control,1.0,statement|objective|guidance,,,
a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Access Control,Ansible,732,2,AC-17.1,Monitoring and Control,0.879,statement|objective|guidance,,,
a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Access Control,Ansible,732,3,AC-6.6,Privileged Access by Non-organizational Users,0.852,statement|objective|guidance,,,
a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Access Control,Ansible,732,4,IA-2,Identification and Authentication (Organizational Users),0.796,statement|objective|guidance,,,
a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Access Control,Ansible,732,5,AC-9.3,Notification of Account Changes,0.775,guidance,,,
835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,CloudFormation,732,1,AC-9,Previous Logon Notification,1.0,statement|objective|guidance,,,
835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,CloudFormation,732,2,AC-4.17,Domain Authentication,0.874,objective|guidance,,,
835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,CloudFormation,732,3,AC-9.2,Successful and Unsuccessful Logons,0.793,statement|objective|guidance,,,
835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,CloudFormation,732,4,IA-13,Identity Providers and Authorization Servers,0.773,statement|objective|guidance,,,
835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,CloudFormation,732,5,AC-9.1,Unsuccessful Logons,0.757,statement|objective|guidance,,,
57b9893d-33b1-4419-bcea-a717ea87e139,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Terraform,732,1,AC-9,Previous Logon Notification,1.0,statement|objective|guidance,,,
57b9893d-33b1-4419-bcea-a717ea87e139,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Terraform,732,2,AC-4.17,Domain Authentication,0.874,objective|guidance,,,
57b9893d-33b1-4419-bcea-a717ea87e139,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Terraform,732,3,AC-9.2,Successful and Unsuccessful Logons,0.793,statement|objective|guidance,,,
57b9893d-33b1-4419-bcea-a717ea87e139,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Terraform,732,4,IA-13,Identity Providers and Authorization Servers,0.773,statement|objective|guidance,,,
57b9893d-33b1-4419-bcea-a717ea87e139,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Terraform,732,5,AC-9.1,Unsuccessful Logons,0.757,statement|objective|guidance,,,
75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Ansible,732,1,AC-9,Previous Logon Notification,1.0,statement|objective|guidance,,,
75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Ansible,732,2,AC-4.17,Domain Authentication,0.874,objective|guidance,,,
75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Ansible,732,3,AC-9.2,Successful and Unsuccessful Logons,0.793,statement|objective|guidance,,,
75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Ansible,732,4,IA-13,Identity Providers and Authorization Servers,0.773,statement|objective|guidance,,,
75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Access Control,Ansible,732,5,AC-9.1,Unsuccessful Logons,0.757,statement|objective|guidance,,,
64a222aa-7793-4e40-915f-4b302c76e4d4,S3 Bucket ACL Grants WRITE_ACP Permission,Access Control,Terraform,732,1,AC-2,Account Management,1.0,statement|objective|guidance,,,
64a222aa-7793-4e40-915f-4b302c76e4d4,S3 Bucket ACL Grants WRITE_ACP Permission,Access Control,Terraform,732,2,AC-6.1,Authorize Access to Security Functions,0.932,statement|objective|guidance,,,
64a222aa-7793-4e40-915f-4b302c76e4d4,S3 Bucket ACL Grants WRITE_ACP Permission,Access Control,Terraform,732,3,AC-2.1,Automated System Account Management,0.926,statement|objective|guidance,,,
64a222aa-7793-4e40-915f-4b302c76e4d4,S3 Bucket ACL Grants WRITE_ACP Permission,Access Control,Terraform,732,4,IA-13,Identity Providers and Authorization Servers,0.916,statement|objective|guidance,,,
64a222aa-7793-4e40-915f-4b302c76e4d4,S3 Bucket ACL Grants WRITE_ACP Permission,Access Control,Terraform,732,5,AC-2 f,Account Management,0.908,statement,,,
7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,Access Control,CloudFormation,284,1,PT-5.2,Privacy Act Statements,1.0,guidance,,,
7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,Access Control,CloudFormation,284,2,AC-24,Access Control Decisions,0.596,statement|objective|guidance,,,
7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,Access Control,CloudFormation,284,3,AC-3.4 (e),Discretionary Access Control,0.59,statement,,,
7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,Access Control,CloudFormation,284,4,AC-6.3,Network Access to Privileged Commands,0.589,statement|objective|guidance,,,
7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,Access Control,CloudFormation,284,5,AC-3.11,Restrict Access to Specific Information Types,0.586,statement|objective|guidance,,,
7af43613-6bb9-4a0e-8c4d-1314b799425e,S3 Bucket Access to Any Principal,Access Control,Terraform,284,1,AC-14,Permitted Actions Without Identification or Authentication,1.0,statement|objective|guidance,,,
7af43613-6bb9-4a0e-8c4d-1314b799425e,S3 Bucket Access to Any Principal,Access Control,Terraform,284,2,IA-5.2,Public Key-based Authentication,0.996,statement|objective|guidance,,,
7af43613-6bb9-4a0e-8c4d-1314b799425e,S3 Bucket Access to Any Principal,Access Control,Terraform,284,3,SC-4,Information in Shared System Resources,0.949,statement|objective|guidance,,,
7af43613-6bb9-4a0e-8c4d-1314b799425e,S3 Bucket Access to Any Principal,Access Control,Terraform,284,4,AC-3.15,Discretionary and Mandatory Access Control,0.946,guidance,,,
7af43613-6bb9-4a0e-8c4d-1314b799425e,S3 Bucket Access to Any Principal,Access Control,Terraform,284,5,AC-4.23,Modify Non-releasable Information,0.878,statement|objective|guidance,,,
3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Access Control,Ansible,284,1,AC-8,System Use Notification,1.0,statement|objective|guidance,,,
3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Access Control,Ansible,284,2,AC-22,Publicly Accessible Content,0.835,statement|objective|guidance,,,
3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Access Control,Ansible,284,3,AC-6.10,Prohibit Non-privileged Users from Executing Privileged Functions,0.807,statement|objective|guidance,,,
3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Access Control,Ansible,284,4,AC-22 a,Publicly Accessible Content,0.77,statement,,,
3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Access Control,Ansible,284,5,AC-22 d,Publicly Accessible Content,0.767,statement,,,
acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,Access Control,CloudFormation,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,Access Control,CloudFormation,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,Access Control,CloudFormation,732,3,AC-3.13,Attribute-based Access Control,0.907,statement|objective|guidance,,,
acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,Access Control,CloudFormation,732,4,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,Access Control,CloudFormation,732,5,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
ffdf4b37-7703-4dfe-a682-9d2e99bc6c09,S3 Bucket Allows Delete Action From All Principals,Access Control,Terraform,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
ffdf4b37-7703-4dfe-a682-9d2e99bc6c09,S3 Bucket Allows Delete Action From All Principals,Access Control,Terraform,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
ffdf4b37-7703-4dfe-a682-9d2e99bc6c09,S3 Bucket Allows Delete Action From All Principals,Access Control,Terraform,732,3,AC-3.13,Attribute-based Access Control,0.907,statement|objective|guidance,,,
ffdf4b37-7703-4dfe-a682-9d2e99bc6c09,S3 Bucket Allows Delete Action From All Principals,Access Control,Terraform,732,4,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
ffdf4b37-7703-4dfe-a682-9d2e99bc6c09,S3 Bucket Allows Delete Action From All Principals,Access Control,Terraform,732,5,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Access Control,Ansible,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Access Control,Ansible,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Access Control,Ansible,732,3,AC-3.13,Attribute-based Access Control,0.907,statement|objective|guidance,,,
6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Access Control,Ansible,732,4,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Access Control,Ansible,732,5,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,Access Control,CloudFormation,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,Access Control,CloudFormation,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,Access Control,CloudFormation,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,Access Control,CloudFormation,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,Access Control,CloudFormation,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
1df37f4b-7197-45ce-83f8-9994d2fcf885,S3 Bucket Allows Get Action From All Principals,Access Control,Terraform,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
1df37f4b-7197-45ce-83f8-9994d2fcf885,S3 Bucket Allows Get Action From All Principals,Access Control,Terraform,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
1df37f4b-7197-45ce-83f8-9994d2fcf885,S3 Bucket Allows Get Action From All Principals,Access Control,Terraform,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
1df37f4b-7197-45ce-83f8-9994d2fcf885,S3 Bucket Allows Get Action From All Principals,Access Control,Terraform,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
1df37f4b-7197-45ce-83f8-9994d2fcf885,S3 Bucket Allows Get Action From All Principals,Access Control,Terraform,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Access Control,Ansible,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Access Control,Ansible,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Access Control,Ansible,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Access Control,Ansible,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Access Control,Ansible,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,Access Control,CloudFormation,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,Access Control,CloudFormation,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,Access Control,CloudFormation,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,Access Control,CloudFormation,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,Access Control,CloudFormation,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
66c6f96f-2d9e-417e-a998-9058aeeecd44,S3 Bucket Allows List Action From All Principals,Access Control,Terraform,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
66c6f96f-2d9e-417e-a998-9058aeeecd44,S3 Bucket Allows List Action From All Principals,Access Control,Terraform,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
66c6f96f-2d9e-417e-a998-9058aeeecd44,S3 Bucket Allows List Action From All Principals,Access Control,Terraform,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
66c6f96f-2d9e-417e-a998-9058aeeecd44,S3 Bucket Allows List Action From All Principals,Access Control,Terraform,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
66c6f96f-2d9e-417e-a998-9058aeeecd44,S3 Bucket Allows List Action From All Principals,Access Control,Terraform,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Access Control,Ansible,200,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Access Control,Ansible,200,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Access Control,Ansible,200,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Access Control,Ansible,200,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Access Control,Ansible,200,5,AC-4.17,Domain Authentication,0.804,guidance,,,
48f100d9-f499-4c6d-b2b8-deafe47ffb26,S3 Bucket Allows Public ACL,Access Control,CloudFormation,284,1,SC-7.2,Public Access,1.0,,,,
48f100d9-f499-4c6d-b2b8-deafe47ffb26,S3 Bucket Allows Public ACL,Access Control,CloudFormation,284,2,SC-14,Public Access Protections,0.984,,,,
48f100d9-f499-4c6d-b2b8-deafe47ffb26,S3 Bucket Allows Public ACL,Access Control,CloudFormation,284,3,SC-7.28,Connections to Public Networks,0.931,statement|objective|guidance,,,
48f100d9-f499-4c6d-b2b8-deafe47ffb26,S3 Bucket Allows Public ACL,Access Control,CloudFormation,284,4,IA-5.2 (a),Public Key-based Authentication,0.908,statement,,,
48f100d9-f499-4c6d-b2b8-deafe47ffb26,S3 Bucket Allows Public ACL,Access Control,CloudFormation,284,5,SC-17 a,Public Key Infrastructure Certificates,0.854,statement,,,
d0cc8694-fcad-43ff-ac86-32331d7e867f,S3 Bucket Allows Public ACL,Access Control,Terraform,284,1,SC-7.2,Public Access,1.0,,,,
d0cc8694-fcad-43ff-ac86-32331d7e867f,S3 Bucket Allows Public ACL,Access Control,Terraform,284,2,SC-14,Public Access Protections,0.984,,,,
d0cc8694-fcad-43ff-ac86-32331d7e867f,S3 Bucket Allows Public ACL,Access Control,Terraform,284,3,SC-7.28,Connections to Public Networks,0.931,statement|objective|guidance,,,
d0cc8694-fcad-43ff-ac86-32331d7e867f,S3 Bucket Allows Public ACL,Access Control,Terraform,284,4,IA-5.2 (a),Public Key-based Authentication,0.908,statement,,,
d0cc8694-fcad-43ff-ac86-32331d7e867f,S3 Bucket Allows Public ACL,Access Control,Terraform,284,5,SC-17 a,Public Key Infrastructure Certificates,0.854,statement,,,
860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,Access Control,CloudFormation,284,1,SC-7.2,Public Access,1.0,,,,
860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,Access Control,CloudFormation,284,2,SC-14,Public Access Protections,0.984,,,,
860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,Access Control,CloudFormation,284,3,SC-7.28,Connections to Public Networks,0.931,statement|objective|guidance,,,
860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,Access Control,CloudFormation,284,4,IA-5.2 (a),Public Key-based Authentication,0.908,statement,,,
860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,Access Control,CloudFormation,284,5,SC-17 a,Public Key Infrastructure Certificates,0.854,statement,,,
1a4bc881-9f69-4d44-8c9a-d37d08f54c50,S3 Bucket Allows Public Policy,Access Control,Terraform,284,1,SC-7.2,Public Access,1.0,,,,
1a4bc881-9f69-4d44-8c9a-d37d08f54c50,S3 Bucket Allows Public Policy,Access Control,Terraform,284,2,SC-14,Public Access Protections,0.984,,,,
1a4bc881-9f69-4d44-8c9a-d37d08f54c50,S3 Bucket Allows Public Policy,Access Control,Terraform,284,3,SC-7.28,Connections to Public Networks,0.931,statement|objective|guidance,,,
1a4bc881-9f69-4d44-8c9a-d37d08f54c50,S3 Bucket Allows Public Policy,Access Control,Terraform,284,4,IA-5.2 (a),Public Key-based Authentication,0.908,statement,,,
1a4bc881-9f69-4d44-8c9a-d37d08f54c50,S3 Bucket Allows Public Policy,Access Control,Terraform,284,5,SC-17 a,Public Key Infrastructure Certificates,0.854,statement,,,
f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,Access Control,CloudFormation,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,Access Control,CloudFormation,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,Access Control,CloudFormation,732,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,Access Control,CloudFormation,732,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,Access Control,CloudFormation,732,5,AC-4.17,Domain Authentication,0.804,guidance,,,
d24c0755-c028-44b1-b503-8e719c898832,S3 Bucket Allows Put Action From All Principals,Access Control,Terraform,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
d24c0755-c028-44b1-b503-8e719c898832,S3 Bucket Allows Put Action From All Principals,Access Control,Terraform,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
d24c0755-c028-44b1-b503-8e719c898832,S3 Bucket Allows Put Action From All Principals,Access Control,Terraform,732,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
d24c0755-c028-44b1-b503-8e719c898832,S3 Bucket Allows Put Action From All Principals,Access Control,Terraform,732,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
d24c0755-c028-44b1-b503-8e719c898832,S3 Bucket Allows Put Action From All Principals,Access Control,Terraform,732,5,AC-4.17,Domain Authentication,0.804,guidance,,,
a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Access Control,Ansible,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Access Control,Ansible,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Access Control,Ansible,732,3,SC-20,Secure Name/Address Resolution Service (Authoritative Source),0.871,statement|objective|guidance,,,
a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Access Control,Ansible,732,4,IA-5.2 (a),Public Key-based Authentication,0.827,statement,,,
a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Access Control,Ansible,732,5,AC-4.17,Domain Authentication,0.804,guidance,,,
456b00a3-1072-4149-9740-6b8bb60251b0,S3 Bucket Allows Restore Actions From All Principals,Access Control,CloudFormation,732,1,IA-5.2,Public Key-based Authentication,1.0,statement|objective|guidance,,,
456b00a3-1072-4149-9740-6b8bb60251b0,S3 Bucket Allows Restore Actions From All Principals,Access Control,CloudFormation,732,2,AC-3.15,Discretionary and Mandatory Access Control,0.949,guidance,,,
456b00a3-1072-4149-9740-6b8bb60251b0,S3 Bucket Allows Restore Actions From All Principals,Access Control,CloudFormation,732,3,AC-11,Device Lock,0.924,statement|objective|guidance,,,
456b00a3-1072-4149-9740-6b8bb60251b0,S3 Bucket Allows Restore Actions From All Principals,Access Control,CloudFormation,732,4,AC-4.23,Modify Non-releasable Information,0.881,statement|objective|guidance,,,
